province_state,country_region,date,confirmed,deaths,recovered,active
Unknown,Netherlands,2020-11-12,2643,25,0,2618
Utrecht,Netherlands,2020-11-12,36693,600,0,36093
Zeeland,Netherlands,2020-11-12,4771,83,0,4688
Zuid-Holland,Netherlands,2020-11-12,124597,1983,0,122614
Aruba,Netherlands,2020-12-12,5044,46,4890,108
"Bonaire, Sint Eustatius and Saba",Netherlands,2020-12-12,175,3,165,7
Curacao,Netherlands,2020-12-12,3576,10,1708,1858
Drenthe,Netherlands,2020-12-12,8957,117,0,8840
Flevoland,Netherlands,2020-12-12,13515,149,0,13366
Friesland,Netherlands,2020-12-12,10294,145,0,10149
Gelderland,Netherlands,2020-12-12,62098,1125,0,60973
Groningen,Netherlands,2020-12-12,10293,58,0,10235
Limburg,Netherlands,2020-12-12,31194,925,0,30269
Noord-Brabant,Netherlands,2020-12-12,96028,2143,0,93885
Noord-Holland,Netherlands,2020-12-12,106914,1388,0,105526
Overijssel,Netherlands,2020-12-12,37243,575,0,36668
Sint Maarten,Netherlands,2020-12-12,1232,26,1075,131
Unknown,Netherlands,2020-12-12,3186,32,0,3154
Utrecht,Netherlands,2020-12-12,51279,748,0,50531
Zeeland,Netherlands,2020-12-12,7435,105,0,7330
Zuid-Holland,Netherlands,2020-12-12,165167,2509,0,162658
Aruba,Netherlands,2022-05-08,35189,212,,
"Bonaire, Sint Eustatius and Saba",Netherlands,2022-05-08,9834,34,,
Curacao,Netherlands,2022-05-08,42567,275,,
Drenthe,Netherlands,2022-05-08,202109,451,,
Flevoland,Netherlands,2022-05-08,183296,331,,
Friesland,Netherlands,2022-05-08,277283,617,,
Gelderland,Netherlands,2022-05-08,983177,2796,,
Groningen,Netherlands,2022-05-08,247795,355,,
Limburg,Netherlands,2022-05-08,528026,2165,,
Noord-Brabant,Netherlands,2022-05-08,1233506,3695,,
Noord-Holland,Netherlands,2022-05-08,1319043,3367,,
Overijssel,Netherlands,2022-05-08,564786,1416,,
Sint Maarten,Netherlands,2022-05-08,10065,86,,
Unknown,Netherlands,2022-05-08,84139,21,,
Utrecht,Netherlands,2022-05-08,662300,1535,,
Zeeland,Netherlands,2022-05-08,167897,388,,
Zuid-Holland,Netherlands,2022-05-08,1688417,5154,,
Aruba,Netherlands,2021-09-13,15092,155,,
"Bonaire, Sint Eustatius and Saba",Netherlands,2021-09-13,1932,17,,
Curacao,Netherlands,2021-09-13,15741,155,,
Drenthe,Netherlands,2021-09-13,39010,353,,
Flevoland,Netherlands,2021-09-13,43769,250,,
Friesland,Netherlands,2021-09-13,52486,488,,
Gelderland,Netherlands,2021-09-13,217564,2081,,
Groningen,Netherlands,2021-09-13,50210,268,,
Limburg,Netherlands,2021-09-13,130014,1685,,
Noord-Brabant,Netherlands,2021-09-13,310647,3164,,
Noord-Holland,Netherlands,2021-09-13,340364,2712,,
Overijssel,Netherlands,2021-09-13,127913,1156,,
Sint Maarten,Netherlands,2021-09-13,3999,57,,
Unknown,Netherlands,2021-09-13,6046,15,,
Utrecht,Netherlands,2021-09-13,151995,1300,,
Zeeland,Netherlands,2021-09-13,33774,253,,
Zuid-Holland,Netherlands,2021-09-13,468861,4348,,
Aruba,Netherlands,2022-06-03,37975,216,,
"Bonaire, Sint Eustatius and Saba",Netherlands,2022-06-03,10123,35,,
Curacao,Netherlands,2022-06-03,43953,277,,
Drenthe,Netherlands,2022-06-03,202758,452,,
Flevoland,Netherlands,2022-06-03,184174,332,,
Friesland,Netherlands,2022-06-03,278098,618,,
Gelderland,Netherlands,2022-06-03,986334,2805,,
Groningen,Netherlands,2022-06-03,248791,356,,
Limburg,Netherlands,2022-06-03,529215,2166,,
Noord-Brabant,Netherlands,2022-06-03,1236376,3704,,
Noord-Holland,Netherlands,2022-06-03,1327404,3377,,
Overijssel,Netherlands,2022-06-03,566331,1417,,
Sint Maarten,Netherlands,2022-06-03,10353,86,,
Unknown,Netherlands,2022-06-03,84139,21,,
Utrecht,Netherlands,2022-06-03,665310,1539,,
Zeeland,Netherlands,2022-06-03,168570,390,,
Zuid-Holland,Netherlands,2022-06-03,1696794,5169,,
Aruba,Netherlands,2020-05-13,101,3,91,7
"Bonaire, Sint Eustatius and Saba",Netherlands,2020-05-13,6,0,6,0
Curacao,Netherlands,2020-05-13,16,1,14,1
Sint Maarten,Netherlands,2020-05-13,76,15,46,15
,Netherlands,2020-05-13,43211,5562,0,37649
Aruba,Netherlands,2022-03-29,33929,212,,
"Bonaire, Sint Eustatius and Saba",Netherlands,2022-03-29,8475,31,,
Curacao,Netherlands,2022-03-29,40217,267,,
Drenthe,Netherlands,2022-03-29,193584,442,,
Flevoland,Netherlands,2022-03-29,177587,328,,
Friesland,Netherlands,2022-03-29,268840,611,,
Gelderland,Netherlands,2022-03-29,949710,2747,,
Groningen,Netherlands,2022-03-29,237723,346,,
Limburg,Netherlands,2022-03-29,516815,2138,,
Noord-Brabant,Netherlands,2022-03-29,1207326,3655,,
Noord-Holland,Netherlands,2022-03-29,1275429,3307,,
Overijssel,Netherlands,2022-03-29,545050,1392,,
Sint Maarten,Netherlands,2022-03-29,9698,86,,
Unknown,Netherlands,2022-03-29,84139,21,,
Utrecht,Netherlands,2022-03-29,639747,1520,,
Zeeland,Netherlands,2022-03-29,162116,380,,
Zuid-Holland,Netherlands,2022-03-29,1632129,5058,,
Aruba,Netherlands,2020-10-01,3998,27,3327,644
"Bonaire, Sint Eustatius and Saba",Netherlands,2020-10-01,121,1,32,88
Curacao,Netherlands,2020-10-01,399,1,185,213
Drenthe,Netherlands,2020-10-01,1250,49,0,1201
Flevoland,Netherlands,2020-10-01,2295,100,0,2195
Friesland,Netherlands,2020-10-01,1684,69,0,1615
Gelderland,Netherlands,2020-10-01,12050,702,0,11348
Groningen,Netherlands,2020-10-01,1871,20,0,1851
Limburg,Netherlands,2020-10-01,6802,764,0,6038
Noord-Brabant,Netherlands,2020-10-01,17891,1563,0,16328
Noord-Holland,Netherlands,2020-10-01,25534,866,0,24668
Overijssel,Netherlands,2020-10-01,5205,344,0,4861
Sint Maarten,Netherlands,2020-10-01,668,22,567,79
Unknown,Netherlands,2020-10-01,1048,18,0,1030
Utrecht,Netherlands,2020-10-01,9899,442,0,9457
Zeeland,Netherlands,2020-10-01,1406,72,0,1334
Zuid-Holland,Netherlands,2020-10-01,37162,1410,0,35752
Aruba,Netherlands,2021-08-14,13279,116,,
"Bonaire, Sint Eustatius and Saba",Netherlands,2021-08-14,1741,17,,
Curacao,Netherlands,2021-08-14,14530,133,,
Drenthe,Netherlands,2021-08-14,37355,353,,
Flevoland,Netherlands,2021-08-14,41127,247,,
Friesland,Netherlands,2021-08-14,49111,485,,
Gelderland,Netherlands,2021-08-14,210246,2052,,
Groningen,Netherlands,2021-08-14,48207,266,,
Limburg,Netherlands,2021-08-14,126264,1667,,
Noord-Brabant,Netherlands,2021-08-14,303058,3149,,
Noord-Holland,Netherlands,2021-08-14,326085,2662,,
Overijssel,Netherlands,2021-08-14,122758,1148,,
Sint Maarten,Netherlands,2021-08-14,3164,40,,
Unknown,Netherlands,2021-08-14,5404,15,,
Utrecht,Netherlands,2021-08-14,146557,1290,,
Zeeland,Netherlands,2021-08-14,32682,250,,
Zuid-Holland,Netherlands,2021-08-14,450793,4322,,
Aruba,Netherlands,2020-06-02,101,3,98,0
"Bonaire, Sint Eustatius and Saba",Netherlands,2020-06-02,7,0,7,0
Curacao,Netherlands,2020-06-02,20,1,15,4
Sint Maarten,Netherlands,2020-06-02,77,15,60,2
,Netherlands,2020-06-02,46647,5967,0,40680
Aruba,Netherlands,2021-02-13,7400,68,7067,265
"Bonaire, Sint Eustatius and Saba",Netherlands,2021-02-13,196,3,180,13
Curacao,Netherlands,2021-02-13,4643,22,4559,62
Drenthe,Netherlands,2021-02-13,19935,270,0,19665
Flevoland,Netherlands,2021-02-13,24725,200,0,24525
Friesland,Netherlands,2021-02-13,23674,333,0,23341
Gelderland,Netherlands,2021-02-13,116390,1739,0,114651
Groningen,Netherlands,2021-02-13,23697,180,0,23517
Limburg,Netherlands,2021-02-13,67421,1370,0,66051
Noord-Brabant,Netherlands,2021-02-13,160953,2779,0,158174
Noord-Holland,Netherlands,2021-02-13,173466,2115,0,171351
Overijssel,Netherlands,2021-02-13,72585,996,0,71589
Sint Maarten,Netherlands,2021-02-13,1994,27,1889,78
Unknown,Netherlands,2021-02-13,1562,10,0,1552
Utrecht,Netherlands,2021-02-13,82078,1073,0,81005
Zeeland,Netherlands,2021-02-13,15275,166,0,15109
Zuid-Holland,Netherlands,2021-02-13,244076,3562,0,240514
Aruba,Netherlands,2022-05-02,34846,212,,
"Bonaire, Sint Eustatius and Saba",Netherlands,2022-05-02,9745,34,,
Curacao,Netherlands,2022-05-02,42241,274,,
Drenthe,Netherlands,2022-05-02,201940,451,,
Flevoland,Netherlands,2022-05-02,183122,331,,
Friesland,Netherlands,2022-05-02,277137,617,,
Gelderland,Netherlands,2022-05-02,982527,2795,,
Groningen,Netherlands,2022-05-02,247573,355,,
Limburg,Netherlands,2022-05-02,527788,2162,,
Noord-Brabant,Netherlands,2022-05-02,1232909,3692,,
Noord-Holland,Netherlands,2022-05-02,1317486,3363,,
Overijssel,Netherlands,2022-05-02,564422,1414,,
Sint Maarten,Netherlands,2022-05-02,10065,86,,
Unknown,Netherlands,2022-05-02,84139,21,,
Utrecht,Netherlands,2022-05-02,661601,1535,,
Zeeland,Netherlands,2022-05-02,167763,388,,
Zuid-Holland,Netherlands,2022-05-02,1686972,5153,,
,Netherlands,2020-03-14,959,12,2,
Aruba,Netherlands,2022-06-19,39980,219,,
"Bonaire, Sint Eustatius and Saba",Netherlands,2022-06-19,10249,36,,
Curacao,Netherlands,2022-06-19,44314,278,,
Drenthe,Netherlands,2022-06-19,203510,452,,
Flevoland,Netherlands,2022-06-19,185037,333,,
Friesland,Netherlands,2022-06-19,278851,618,,
Gelderland,Netherlands,2022-06-19,989804,2809,,
Groningen,Netherlands,2022-06-19,250024,356,,
Limburg,Netherlands,2022-06-19,530502,2166,,
Noord-Brabant,Netherlands,2022-06-19,1239548,3706,,
Noord-Holland,Netherlands,2022-06-19,1334524,3380,,
Overijssel,Netherlands,2022-06-19,568182,1417,,
Sint Maarten,Netherlands,2022-06-19,10508,86,,
Unknown,Netherlands,2022-06-19,0,0,,
Utrecht,Netherlands,2022-06-19,668441,1539,,
Zeeland,Netherlands,2022-06-19,169166,391,,
Zuid-Holland,Netherlands,2022-06-19,1704581,5176,,
Aruba,Netherlands,2022-02-06,33302,195,,
"Bonaire, Sint Eustatius and Saba",Netherlands,2022-02-06,7209,29,,
Curacao,Netherlands,2022-02-06,37809,246,,
Drenthe,Netherlands,2022-02-06,97776,433,,
Flevoland,Netherlands,2022-02-06,109724,318,,
Friesland,Netherlands,2022-02-06,139250,589,,
Gelderland,Netherlands,2022-02-06,534168,2629,,
Groningen,Netherlands,2022-02-06,125490,345,,
Limburg,Netherlands,2022-02-06,321184,2089,,
Noord-Brabant,Netherlands,2022-02-06,720977,3583,,
Noord-Holland,Netherlands,2022-02-06,847485,3190,,
Overijssel,Netherlands,2022-02-06,314496,1359,,
Sint Maarten,Netherlands,2022-02-06,9396,81,,
Unknown,Netherlands,2022-02-06,46005,16,,
Utrecht,Netherlands,2022-02-06,406780,1488,,
Zeeland,Netherlands,2022-02-06,103280,364,,
Zuid-Holland,Netherlands,2022-02-06,1125426,4929,,
Aruba,Netherlands,2021-06-11,11072,107,10950,15
"Bonaire, Sint Eustatius and Saba",Netherlands,2021-06-11,1618,17,1598,3
Curacao,Netherlands,2021-06-11,12293,123,12140,30
Drenthe,Netherlands,2021-06-11,34091,353,0,33738
Flevoland,Netherlands,2021-06-11,36768,244,0,36524
Friesland,Netherlands,2021-06-11,43570,476,0,43094
Gelderland,Netherlands,2021-06-11,187118,2025,0,185093
Groningen,Netherlands,2021-06-11,39067,263,0,38804
Limburg,Netherlands,2021-06-11,114932,1648,0,113284
Noord-Brabant,Netherlands,2021-06-11,270903,3133,0,267770
Noord-Holland,Netherlands,2021-06-11,275664,2618,0,273046
Overijssel,Netherlands,2021-06-11,109427,1135,0,108292
Sint Maarten,Netherlands,2021-06-11,2518,31,2414,73
Unknown,Netherlands,2021-06-11,3813,15,0,3798
Utrecht,Netherlands,2021-06-11,127446,1280,0,126166
Zeeland,Netherlands,2021-06-11,29527,248,0,29279
Zuid-Holland,Netherlands,2021-06-11,398172,4270,0,393902
Aruba,Netherlands,2022-03-01,33684,211,,
"Bonaire, Sint Eustatius and Saba",Netherlands,2022-03-01,7593,31,,
Curacao,Netherlands,2022-03-01,38960,261,,
Drenthe,Netherlands,2022-03-01,145295,436,,
Flevoland,Netherlands,2022-03-01,151621,323,,
Friesland,Netherlands,2022-03-01,215715,597,,
Gelderland,Netherlands,2022-03-01,756532,2689,,
Groningen,Netherlands,2022-03-01,181547,340,,
Limburg,Netherlands,2022-03-01,401636,2108,,
Noord-Brabant,Netherlands,2022-03-01,962779,3600,,
Noord-Holland,Netherlands,2022-03-01,1082243,3249,,
Overijssel,Netherlands,2022-03-01,436147,1375,,
Sint Maarten,Netherlands,2022-03-01,9569,85,,
Unknown,Netherlands,2022-03-01,84139,21,,
Utrecht,Netherlands,2022-03-01,531471,1506,,
Zeeland,Netherlands,2022-03-01,132084,369,,
Zuid-Holland,Netherlands,2022-03-01,1401027,4978,,
Aruba,Netherlands,2022-01-28,32808,193,,
"Bonaire, Sint Eustatius and Saba",Netherlands,2022-01-28,6876,27,,
Curacao,Netherlands,2022-01-28,36875,227,,
Drenthe,Netherlands,2022-01-28,84114,429,,
Flevoland,Netherlands,2022-01-28,96582,315,,
Friesland,Netherlands,2022-01-28,123974,587,,
Gelderland,Netherlands,2022-01-28,461366,2618,,
Groningen,Netherlands,2022-01-28,105014,344,,
Limburg,Netherlands,2022-01-28,281457,2083,,
Noord-Brabant,Netherlands,2022-01-28,623440,3575,,
Noord-Holland,Netherlands,2022-01-28,739135,3168,,
Overijssel,Netherlands,2022-01-28,268738,1352,,
Sint Maarten,Netherlands,2022-01-28,9229,79,,
Unknown,Netherlands,2022-01-28,30665,16,,
Utrecht,Netherlands,2022-01-28,336668,1487,,
Zeeland,Netherlands,2022-01-28,88028,363,,
Zuid-Holland,Netherlands,2022-01-28,966468,4925,,
Aruba,Netherlands,2021-12-16,16716,178,,
"Bonaire, Sint Eustatius and Saba",Netherlands,2021-12-16,3175,22,,
Curacao,Netherlands,2021-12-16,17693,183,,
Drenthe,Netherlands,2021-12-16,58864,407,,
Flevoland,Netherlands,2021-12-16,67465,296,,
Friesland,Netherlands,2021-12-16,90026,553,,
Gelderland,Netherlands,2021-12-16,336689,2481,,
Groningen,Netherlands,2021-12-16,70371,318,,
Limburg,Netherlands,2021-12-16,218081,1994,,
Noord-Brabant,Netherlands,2021-12-16,452063,3475,,
Noord-Holland,Netherlands,2021-12-16,480783,3007,,
Overijssel,Netherlands,2021-12-16,190374,1299,,
Sint Maarten,Netherlands,2021-12-16,4664,75,,
Unknown,Netherlands,2021-12-16,13382,18,,
Utrecht,Netherlands,2021-12-16,230077,1418,,
Zeeland,Netherlands,2021-12-16,59817,290,,
Zuid-Holland,Netherlands,2021-12-16,668769,4754,,
Aruba,Netherlands,2021-06-03,11018,107,10857,54
"Bonaire, Sint Eustatius and Saba",Netherlands,2021-06-03,1615,17,1580,18
Curacao,Netherlands,2021-06-03,12276,122,12132,22
Drenthe,Netherlands,2021-06-03,33790,353,0,33437
Flevoland,Netherlands,2021-06-03,36518,244,0,36274
Friesland,Netherlands,2021-06-03,43283,475,0,42808
Gelderland,Netherlands,2021-06-03,185385,2020,0,183365
Groningen,Netherlands,2021-06-03,38783,263,0,38520
Limburg,Netherlands,2021-06-03,113999,1640,0,112359
Noord-Brabant,Netherlands,2021-06-03,268617,3130,0,265487
Noord-Holland,Netherlands,2021-06-03,273894,2601,0,271293
Overijssel,Netherlands,2021-06-03,108451,1132,0,107319
Sint Maarten,Netherlands,2021-06-03,2448,28,2347,73
Unknown,Netherlands,2021-06-03,3884,14,0,3870
Utrecht,Netherlands,2021-06-03,126422,1277,0,125145
Zeeland,Netherlands,2021-06-03,29314,247,0,29067
Zuid-Holland,Netherlands,2021-06-03,394677,4262,0,390415
,Netherlands,2020-02-27,1,0,0,
Aruba,Netherlands,2021-02-11,7338,68,6962,308
"Bonaire, Sint Eustatius and Saba",Netherlands,2021-02-11,196,3,180,13
Curacao,Netherlands,2021-02-11,4633,22,4557,54
Drenthe,Netherlands,2021-02-11,19582,265,0,19317
Flevoland,Netherlands,2021-02-11,24552,199,0,24353
Friesland,Netherlands,2021-02-11,23283,327,0,22956
Gelderland,Netherlands,2021-02-11,115627,1724,0,113903
Groningen,Netherlands,2021-02-11,23346,180,0,23166
Limburg,Netherlands,2021-02-11,66811,1346,0,65465
Noord-Brabant,Netherlands,2021-02-11,159709,2759,0,156950
Noord-Holland,Netherlands,2021-02-11,171861,2101,0,169760
Overijssel,Netherlands,2021-02-11,72115,990,0,71125
Sint Maarten,Netherlands,2021-02-11,1985,27,1869,89
Unknown,Netherlands,2021-02-11,1517,10,0,1507
Utrecht,Netherlands,2021-02-11,81452,1063,0,80389
Zeeland,Netherlands,2021-02-11,15117,163,0,14954
Zuid-Holland,Netherlands,2021-02-11,242330,3535,0,238795
Aruba,Netherlands,2022-04-26,34589,212,,
"Bonaire, Sint Eustatius and Saba",Netherlands,2022-04-26,9713,34,,
Curacao,Netherlands,2022-04-26,41966,273,,
Drenthe,Netherlands,2022-04-26,201710,448,,
Flevoland,Netherlands,2022-04-26,182786,331,,
Friesland,Netherlands,2022-04-26,276874,617,,
Gelderland,Netherlands,2022-04-26,981617,2791,,
Groningen,Netherlands,2022-04-26,247299,355,,
Limburg,Netherlands,2022-04-26,527398,2161,,
Noord-Brabant,Netherlands,2022-04-26,1232086,3690,,
Noord-Holland,Netherlands,2022-04-26,1315501,3360,,
Overijssel,Netherlands,2022-04-26,563834,1411,,
Sint Maarten,Netherlands,2022-04-26,10018,86,,
Unknown,Netherlands,2022-04-26,84139,21,,
Utrecht,Netherlands,2022-04-26,660771,1534,,
Zeeland,Netherlands,2022-04-26,167606,388,,
Zuid-Holland,Netherlands,2022-04-26,1684930,5148,,
Aruba,Netherlands,2022-07-08,41448,224,,
"Bonaire, Sint Eustatius and Saba",Netherlands,2022-07-08,10523,37,,
Curacao,Netherlands,2022-07-08,44662,278,,
Drenthe,Netherlands,2022-07-08,206972,453,,
Flevoland,Netherlands,2022-07-08,187627,334,,
Friesland,Netherlands,2022-07-08,282178,618,,
Gelderland,Netherlands,2022-07-08,1002548,2821,,
Groningen,Netherlands,2022-07-08,253486,357,,
Limburg,Netherlands,2022-07-08,536671,2170,,
Noord-Brabant,Netherlands,2022-07-08,1252622,3713,,
Noord-Holland,Netherlands,2022-07-08,1354903,3393,,
Overijssel,Netherlands,2022-07-08,575516,1425,,
Sint Maarten,Netherlands,2022-07-08,10604,87,,
Unknown,Netherlands,2022-07-08,0,0,,
Utrecht,Netherlands,2022-07-08,678214,1541,,
Zeeland,Netherlands,2022-07-08,171467,392,,
Zuid-Holland,Netherlands,2022-07-08,1728772,5187,,
Aruba,Netherlands,2020-09-19,3460,23,2128,1309
"Bonaire, Sint Eustatius and Saba",Netherlands,2020-09-19,36,1,17,18
Curacao,Netherlands,2020-09-19,247,1,88,158
Drenthe,Netherlands,2020-09-19,722,41,0,681
Flevoland,Netherlands,2020-09-19,1762,97,0,1665
Friesland,Netherlands,2020-09-19,1011,69,0,942
Gelderland,Netherlands,2020-09-19,9126,692,0,8434
Groningen,Netherlands,2020-09-19,1011,19,0,992
Limburg,Netherlands,2020-09-19,5990,760,0,5230
Noord-Brabant,Netherlands,2020-09-19,14278,1552,0,12726
Noord-Holland,Netherlands,2020-09-19,18087,840,0,17247
Overijssel,Netherlands,2020-09-19,4041,314,0,3727
Sint Maarten,Netherlands,2020-09-19,584,20,488,76
Unknown,Netherlands,2020-09-19,792,18,0,774
Utrecht,Netherlands,2020-09-19,7260,437,0,6823
Zeeland,Netherlands,2020-09-19,1210,72,0,1138
Zuid-Holland,Netherlands,2020-09-19,26644,1364,0,25280
Aruba,Netherlands,2020-10-27,4437,36,4253,148
"Bonaire, Sint Eustatius and Saba",Netherlands,2020-10-27,150,3,126,21
Curacao,Netherlands,2020-10-27,884,1,606,277
Drenthe,Netherlands,2020-10-27,4673,76,0,4597
Flevoland,Netherlands,2020-10-27,5595,107,0,5488
Friesland,Netherlands,2020-10-27,5267,83,0,5184
Gelderland,Netherlands,2020-10-27,28933,781,0,28152
Groningen,Netherlands,2020-10-27,5440,27,0,5413
Limburg,Netherlands,2020-10-27,14078,792,0,13286
Noord-Brabant,Netherlands,2020-10-27,46189,1668,0,44521
Noord-Holland,Netherlands,2020-10-27,60711,983,0,59728
Overijssel,Netherlands,2020-10-27,16804,387,0,16417
Sint Maarten,Netherlands,2020-10-27,792,22,714,56
Unknown,Netherlands,2020-10-27,2165,22,0,2143
Utrecht,Netherlands,2020-10-27,27286,489,0,26797
Zeeland,Netherlands,2020-10-27,3010,80,0,2930
Zuid-Holland,Netherlands,2020-10-27,91738,1647,0,90091
Aruba,Netherlands,2022-07-24,41787,224,,
"Bonaire, Sint Eustatius and Saba",Netherlands,2022-07-24,10738,37,,
Curacao,Netherlands,2022-07-24,44932,282,,
Drenthe,Netherlands,2022-07-24,208932,454,,
Flevoland,Netherlands,2022-07-24,189501,335,,
Friesland,Netherlands,2022-07-24,284191,618,,
Gelderland,Netherlands,2022-07-24,1012002,2830,,
Groningen,Netherlands,2022-07-24,255665,358,,
Limburg,Netherlands,2022-07-24,541954,2175,,
Noord-Brabant,Netherlands,2022-07-24,1262904,3721,,
Noord-Holland,Netherlands,2022-07-24,1368209,3407,,
Overijssel,Netherlands,2022-07-24,580365,1426,,
Sint Maarten,Netherlands,2022-07-24,10708,87,,
Unknown,Netherlands,2022-07-24,0,0,,
Utrecht,Netherlands,2022-07-24,684218,1545,,
Zeeland,Netherlands,2022-07-24,173370,392,,
Zuid-Holland,Netherlands,2022-07-24,1744485,5195,,
Aruba,Netherlands,2020-11-27,4808,45,4648,115
"Bonaire, Sint Eustatius and Saba",Netherlands,2020-11-27,161,3,155,3
Curacao,Netherlands,2020-11-27,2157,3,1114,1040
Drenthe,Netherlands,2020-11-27,7591,109,0,7482
Flevoland,Netherlands,2020-11-27,10729,137,0,10592
Friesland,Netherlands,2020-11-27,8366,130,0,8236
Gelderland,Netherlands,2020-11-27,50510,1045,0,49465
Groningen,Netherlands,2020-11-27,8233,48,0,8185
Limburg,Netherlands,2020-11-27,24187,870,0,23317
Noord-Brabant,Netherlands,2020-11-27,80713,2020,0,78693
Noord-Holland,Netherlands,2020-11-27,92137,1279,0,90858
Overijssel,Netherlands,2020-11-27,30301,527,0,29774
Sint Maarten,Netherlands,2020-11-27,1053,25,936,92
Unknown,Netherlands,2020-11-27,2953,27,0,2926
Utrecht,Netherlands,2020-11-27,42978,667,0,42311
Zeeland,Netherlands,2020-11-27,6077,101,0,5976
Zuid-Holland,Netherlands,2020-11-27,144091,2307,0,141784
Aruba,Netherlands,2021-12-01,16372,174,,
"Bonaire, Sint Eustatius and Saba",Netherlands,2021-12-01,2970,22,,
Curacao,Netherlands,2021-12-01,17426,179,,
Drenthe,Netherlands,2021-12-01,52790,390,,
Flevoland,Netherlands,2021-12-01,60632,279,,
Friesland,Netherlands,2021-12-01,79177,519,,
Gelderland,Netherlands,2021-12-01,305557,2347,,
Groningen,Netherlands,2021-12-01,64043,298,,
Limburg,Netherlands,2021-12-01,194303,1891,,
Noord-Brabant,Netherlands,2021-12-01,409207,3347,,
Noord-Holland,Netherlands,2021-12-01,438290,2871,,
Overijssel,Netherlands,2021-12-01,174098,1254,,
Sint Maarten,Netherlands,2021-12-01,4593,75,,
Unknown,Netherlands,2021-12-01,11080,15,,
Utrecht,Netherlands,2021-12-01,207878,1359,,
Zeeland,Netherlands,2021-12-01,52100,273,,
Zuid-Holland,Netherlands,2021-12-01,612536,4616,,
Aruba,Netherlands,2021-11-22,16210,173,,
"Bonaire, Sint Eustatius and Saba",Netherlands,2021-11-22,2714,21,,
Curacao,Netherlands,2021-11-22,17335,177,,
Drenthe,Netherlands,2021-11-22,48938,378,,
Flevoland,Netherlands,2021-11-22,56257,274,,
Friesland,Netherlands,2021-11-22,71422,509,,
Gelderland,Netherlands,2021-11-22,282552,2243,,
Groningen,Netherlands,2021-11-22,59962,281,,
